set N0 := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky NYCA-sky KULM-sky ISTA-sky ;
set N := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky KULM-sky ISTA-sky ;
set T := 2021-01-01 2021-01-02 2021-01-03 2021-01-04 2021-01-05 2021-01-06 2021-01-07 2021-01-08 2021-01-09 2021-01-10 2021-01-11 2021-01-12 2021-01-13 2021-01-14 2021-01-15 2021-01-16 2021-01-17 2021-01-18 2021-01-19 2021-01-20 2021-01-21 2021-01-22 2021-01-23 2021-01-24 2021-01-25 2021-01-26 2021-01-27 2021-01-28 2021-01-29 2021-01-30 2021-01-31 ;
param c :=
NYCA-sky DXBA-sky 2021-01-12 656.0
NYCA-sky DXBA-sky 2021-01-13 416.0
NYCA-sky DXBA-sky 2021-01-14 639.0
NYCA-sky DXBA-sky 2021-01-15 639.0
NYCA-sky DXBA-sky 2021-01-16 465.0
NYCA-sky DXBA-sky 2021-01-17 620.0
NYCA-sky DXBA-sky 2021-01-18 464.0
NYCA-sky DXBA-sky 2021-01-19 594.0
NYCA-sky DXBA-sky 2021-01-26 473.0
NYCA-sky DXBA-sky 2021-01-27 639.0
NYCA-sky DXBA-sky 2021-01-28 425.0
NYCA-sky DXBA-sky 2021-01-29 639.0
NYCA-sky DXBA-sky 2021-01-30 464.0
NYCA-sky DXBA-sky 2021-01-31 594.0
NYCA-sky KULM-sky 2021-01-01 548.0
NYCA-sky KULM-sky 2021-01-02 477.0
NYCA-sky KULM-sky 2021-01-05 585.0
NYCA-sky KULM-sky 2021-01-06 458.0
NYCA-sky KULM-sky 2021-01-07 701.0
NYCA-sky ISTA-sky 2021-01-01 296.0
NYCA-sky ISTA-sky 2021-01-02 279.0
NYCA-sky ISTA-sky 2021-01-03 308.0
NYCA-sky ISTA-sky 2021-01-04 294.0
NYCA-sky ISTA-sky 2021-01-05 286.0
NYCA-sky ISTA-sky 2021-01-06 307.0
NYCA-sky ISTA-sky 2021-01-07 273.0
NYCA-sky ISTA-sky 2021-01-08 285.0
NYCA-sky ISTA-sky 2021-01-09 261.0
NYCA-sky ISTA-sky 2021-01-10 252.0
NYCA-sky ISTA-sky 2021-01-11 252.0
NYCA-sky ISTA-sky 2021-01-12 299.0
NYCA-sky ISTA-sky 2021-01-13 301.0
NYCA-sky ISTA-sky 2021-01-14 253.0
NYCA-sky ISTA-sky 2021-01-15 252.0
NYCA-sky ISTA-sky 2021-01-16 253.0
NYCA-sky ISTA-sky 2021-01-17 282.0
NYCA-sky ISTA-sky 2021-01-18 283.0
NYCA-sky ISTA-sky 2021-01-19 258.0
NYCA-sky ISTA-sky 2021-01-20 257.0
NYCA-sky ISTA-sky 2021-01-21 300.0
NYCA-sky ISTA-sky 2021-01-22 262.0
NYCA-sky ISTA-sky 2021-01-23 301.0
NYCA-sky ISTA-sky 2021-01-24 258.0
NYCA-sky ISTA-sky 2021-01-25 282.0
NYCA-sky ISTA-sky 2021-01-26 260.0
NYCA-sky ISTA-sky 2021-01-28 314.0
NYCA-sky ISTA-sky 2021-01-29 326.0
NYCA-sky ISTA-sky 2021-01-30 654.0
NYCA-sky ISTA-sky 2021-01-31 301.0
KULM-sky HKGA-sky 2021-01-01 251.0
KULM-sky HKGA-sky 2021-01-02 309.0
KULM-sky HKGA-sky 2021-01-03 144.0
KULM-sky HKGA-sky 2021-01-04 141.0
KULM-sky HKGA-sky 2021-01-05 147.0
KULM-sky HKGA-sky 2021-01-06 159.0
KULM-sky HKGA-sky 2021-01-07 309.0
KULM-sky HKGA-sky 2021-01-08 226.0
KULM-sky HKGA-sky 2021-01-09 159.0
KULM-sky HKGA-sky 2021-01-10 147.0
KULM-sky HKGA-sky 2021-01-11 119.0
KULM-sky HKGA-sky 2021-01-13 128.0
KULM-sky HKGA-sky 2021-01-15 119.0
KULM-sky HKGA-sky 2021-01-18 309.0
KULM-sky HKGA-sky 2021-01-19 227.0
KULM-sky HKGA-sky 2021-01-25 273.0
KULM-sky BKKT-sky 2021-01-01 158.0
KULM-sky BKKT-sky 2021-01-03 158.0
KULM-sky BKKT-sky 2021-01-04 158.0
KULM-sky BKKT-sky 2021-01-05 158.0
KULM-sky BKKT-sky 2021-01-09 81.0
KULM-sky BKKT-sky 2021-01-11 162.0
KULM-sky BKKT-sky 2021-01-13 81.0
KULM-sky BKKT-sky 2021-01-14 80.0
KULM-sky BKKT-sky 2021-01-16 158.0
KULM-sky BKKT-sky 2021-01-21 61.0
KULM-sky BKKT-sky 2021-01-27 46.0
KULM-sky BKKT-sky 2021-01-28 58.0
KULM-sky LOND-sky 2021-01-01 375.0
KULM-sky LOND-sky 2021-01-02 375.0
KULM-sky LOND-sky 2021-01-03 437.0
KULM-sky LOND-sky 2021-01-04 344.0
KULM-sky LOND-sky 2021-01-05 343.0
KULM-sky LOND-sky 2021-01-06 343.0
KULM-sky LOND-sky 2021-01-07 357.0
KULM-sky LOND-sky 2021-01-08 376.0
KULM-sky LOND-sky 2021-01-09 420.0
KULM-sky LOND-sky 2021-01-10 343.0
KULM-sky LOND-sky 2021-01-11 343.0
KULM-sky LOND-sky 2021-01-12 343.0
KULM-sky LOND-sky 2021-01-13 343.0
KULM-sky LOND-sky 2021-01-14 343.0
KULM-sky LOND-sky 2021-01-15 367.0
KULM-sky LOND-sky 2021-01-18 343.0
KULM-sky LOND-sky 2021-01-19 342.0
KULM-sky LOND-sky 2021-01-20 327.0
KULM-sky LOND-sky 2021-01-21 342.0
KULM-sky LOND-sky 2021-01-23 362.0
KULM-sky LOND-sky 2021-01-25 343.0
KULM-sky LOND-sky 2021-01-29 367.0
KULM-sky LOND-sky 2021-01-31 343.0
KULM-sky SINS-sky 2021-01-01 35.0
KULM-sky SINS-sky 2021-01-02 35.0
KULM-sky SINS-sky 2021-01-03 46.0
KULM-sky SINS-sky 2021-01-04 35.0
KULM-sky SINS-sky 2021-01-05 46.0
KULM-sky SINS-sky 2021-01-06 46.0
KULM-sky SINS-sky 2021-01-08 46.0
KULM-sky SINS-sky 2021-01-09 47.0
KULM-sky SINS-sky 2021-01-10 27.0
KULM-sky SINS-sky 2021-01-11 46.0
KULM-sky SINS-sky 2021-01-13 46.0
KULM-sky SINS-sky 2021-01-14 37.0
KULM-sky SINS-sky 2021-01-15 47.0
KULM-sky SINS-sky 2021-01-16 46.0
KULM-sky SINS-sky 2021-01-17 46.0
KULM-sky SINS-sky 2021-01-21 46.0
KULM-sky SINS-sky 2021-01-22 46.0
KULM-sky SINS-sky 2021-01-24 46.0
KULM-sky SINS-sky 2021-01-26 44.0
KULM-sky SINS-sky 2021-01-29 59.0
KULM-sky SINS-sky 2021-01-30 46.0
KULM-sky SINS-sky 2021-01-31 46.0
KULM-sky PARI-sky 2021-01-03 393.0
KULM-sky PARI-sky 2021-01-16 405.0
KULM-sky PARI-sky 2021-01-21 394.0
KULM-sky PARI-sky 2021-01-28 394.0
KULM-sky DXBA-sky 2021-01-01 237.0
KULM-sky DXBA-sky 2021-01-08 267.0
KULM-sky DXBA-sky 2021-01-09 275.0
KULM-sky DXBA-sky 2021-01-15 267.0
KULM-sky DXBA-sky 2021-01-20 254.0
KULM-sky NYCA-sky 2021-01-03 827.0
KULM-sky NYCA-sky 2021-01-17 634.0
KULM-sky NYCA-sky 2021-01-30 634.0
KULM-sky ISTA-sky 2021-01-01 500.0
KULM-sky ISTA-sky 2021-01-02 499.0
KULM-sky ISTA-sky 2021-01-06 477.0
KULM-sky ISTA-sky 2021-01-07 403.0
KULM-sky ISTA-sky 2021-01-08 499.0
KULM-sky ISTA-sky 2021-01-09 443.0
KULM-sky ISTA-sky 2021-01-10 476.0
KULM-sky ISTA-sky 2021-01-11 477.0
KULM-sky ISTA-sky 2021-01-15 500.0
KULM-sky ISTA-sky 2021-01-16 389.0
KULM-sky ISTA-sky 2021-01-17 476.0
KULM-sky ISTA-sky 2021-01-18 476.0
KULM-sky ISTA-sky 2021-01-20 371.0
KULM-sky ISTA-sky 2021-01-21 395.0
KULM-sky ISTA-sky 2021-01-26 477.0
KULM-sky ISTA-sky 2021-01-29 500.0
KULM-sky ISTA-sky 2021-01-31 379.0
ISTA-sky HKGA-sky 2021-01-02 528.0
ISTA-sky HKGA-sky 2021-01-04 627.0
ISTA-sky HKGA-sky 2021-01-05 415.0
ISTA-sky HKGA-sky 2021-01-07 465.0
ISTA-sky HKGA-sky 2021-01-09 466.0
ISTA-sky HKGA-sky 2021-01-11 442.0
ISTA-sky HKGA-sky 2021-01-18 630.0
ISTA-sky HKGA-sky 2021-01-23 490.0
ISTA-sky BKKT-sky 2021-01-01 398.0
ISTA-sky BKKT-sky 2021-01-02 417.0
ISTA-sky BKKT-sky 2021-01-03 405.0
ISTA-sky BKKT-sky 2021-01-04 368.0
ISTA-sky BKKT-sky 2021-01-05 364.0
ISTA-sky BKKT-sky 2021-01-06 344.0
ISTA-sky BKKT-sky 2021-01-07 387.0
ISTA-sky BKKT-sky 2021-01-08 344.0
ISTA-sky BKKT-sky 2021-01-09 397.0
ISTA-sky BKKT-sky 2021-01-10 385.0
ISTA-sky BKKT-sky 2021-01-12 404.0
ISTA-sky BKKT-sky 2021-01-13 370.0
ISTA-sky BKKT-sky 2021-01-14 363.0
ISTA-sky BKKT-sky 2021-01-15 395.0
ISTA-sky BKKT-sky 2021-01-16 364.0
ISTA-sky BKKT-sky 2021-01-18 362.0
ISTA-sky BKKT-sky 2021-01-19 355.0
ISTA-sky BKKT-sky 2021-01-20 355.0
ISTA-sky BKKT-sky 2021-01-21 355.0
ISTA-sky BKKT-sky 2021-01-22 354.0
ISTA-sky BKKT-sky 2021-01-23 348.0
ISTA-sky BKKT-sky 2021-01-24 349.0
ISTA-sky BKKT-sky 2021-01-25 351.0
ISTA-sky BKKT-sky 2021-01-26 355.0
ISTA-sky BKKT-sky 2021-01-27 397.0
ISTA-sky BKKT-sky 2021-01-28 380.0
ISTA-sky BKKT-sky 2021-01-29 399.0
ISTA-sky BKKT-sky 2021-01-30 341.0
ISTA-sky LOND-sky 2021-01-01 94.0
ISTA-sky LOND-sky 2021-01-02 112.0
ISTA-sky LOND-sky 2021-01-03 86.0
ISTA-sky LOND-sky 2021-01-04 103.0
ISTA-sky LOND-sky 2021-01-05 80.0
ISTA-sky LOND-sky 2021-01-06 54.0
ISTA-sky LOND-sky 2021-01-07 51.0
ISTA-sky LOND-sky 2021-01-08 49.0
ISTA-sky LOND-sky 2021-01-09 61.0
ISTA-sky LOND-sky 2021-01-10 54.0
ISTA-sky LOND-sky 2021-01-11 48.0
ISTA-sky LOND-sky 2021-01-12 46.0
ISTA-sky LOND-sky 2021-01-13 48.0
ISTA-sky LOND-sky 2021-01-14 44.0
ISTA-sky LOND-sky 2021-01-15 41.0
ISTA-sky LOND-sky 2021-01-16 41.0
ISTA-sky LOND-sky 2021-01-17 41.0
ISTA-sky LOND-sky 2021-01-18 47.0
ISTA-sky LOND-sky 2021-01-19 41.0
ISTA-sky LOND-sky 2021-01-20 48.0
ISTA-sky LOND-sky 2021-01-21 44.0
ISTA-sky LOND-sky 2021-01-22 40.0
ISTA-sky LOND-sky 2021-01-23 47.0
ISTA-sky LOND-sky 2021-01-24 48.0
ISTA-sky LOND-sky 2021-01-27 41.0
ISTA-sky LOND-sky 2021-01-28 44.0
ISTA-sky LOND-sky 2021-01-29 40.0
ISTA-sky LOND-sky 2021-01-30 41.0
ISTA-sky LOND-sky 2021-01-31 47.0
ISTA-sky SINS-sky 2021-01-06 488.0
ISTA-sky SINS-sky 2021-01-07 486.0
ISTA-sky SINS-sky 2021-01-11 446.0
ISTA-sky SINS-sky 2021-01-15 446.0
ISTA-sky SINS-sky 2021-01-19 372.0
ISTA-sky SINS-sky 2021-01-21 363.0
ISTA-sky SINS-sky 2021-01-22 362.0
ISTA-sky SINS-sky 2021-01-23 361.0
ISTA-sky SINS-sky 2021-01-25 395.0
ISTA-sky SINS-sky 2021-01-27 447.0
ISTA-sky SINS-sky 2021-01-30 398.0
ISTA-sky SINS-sky 2021-01-31 333.0
ISTA-sky PARI-sky 2021-01-01 86.0
ISTA-sky PARI-sky 2021-01-02 138.0
ISTA-sky PARI-sky 2021-01-03 107.0
ISTA-sky PARI-sky 2021-01-04 107.0
ISTA-sky PARI-sky 2021-01-05 115.0
ISTA-sky PARI-sky 2021-01-06 104.0
ISTA-sky PARI-sky 2021-01-07 115.0
ISTA-sky PARI-sky 2021-01-08 95.0
ISTA-sky PARI-sky 2021-01-09 79.0
ISTA-sky PARI-sky 2021-01-11 58.0
ISTA-sky PARI-sky 2021-01-12 69.0
ISTA-sky PARI-sky 2021-01-13 40.0
ISTA-sky PARI-sky 2021-01-14 58.0
ISTA-sky PARI-sky 2021-01-15 74.0
ISTA-sky PARI-sky 2021-01-16 40.0
ISTA-sky PARI-sky 2021-01-17 60.0
ISTA-sky PARI-sky 2021-01-18 40.0
ISTA-sky PARI-sky 2021-01-19 49.0
ISTA-sky PARI-sky 2021-01-20 48.0
ISTA-sky PARI-sky 2021-01-21 49.0
ISTA-sky PARI-sky 2021-01-22 49.0
ISTA-sky PARI-sky 2021-01-23 38.0
ISTA-sky PARI-sky 2021-01-24 40.0
ISTA-sky PARI-sky 2021-01-25 40.0
ISTA-sky PARI-sky 2021-01-26 39.0
ISTA-sky PARI-sky 2021-01-28 49.0
ISTA-sky PARI-sky 2021-01-29 40.0
ISTA-sky PARI-sky 2021-01-30 49.0
ISTA-sky PARI-sky 2021-01-31 49.0
ISTA-sky DXBA-sky 2021-01-01 157.0
ISTA-sky DXBA-sky 2021-01-02 165.0
ISTA-sky DXBA-sky 2021-01-03 165.0
ISTA-sky DXBA-sky 2021-01-04 125.0
ISTA-sky DXBA-sky 2021-01-05 140.0
ISTA-sky DXBA-sky 2021-01-06 105.0
ISTA-sky DXBA-sky 2021-01-07 155.0
ISTA-sky DXBA-sky 2021-01-08 117.0
ISTA-sky DXBA-sky 2021-01-09 145.0
ISTA-sky DXBA-sky 2021-01-10 146.0
ISTA-sky DXBA-sky 2021-01-11 138.0
ISTA-sky DXBA-sky 2021-01-12 148.0
ISTA-sky DXBA-sky 2021-01-13 156.0
ISTA-sky DXBA-sky 2021-01-14 160.0
ISTA-sky DXBA-sky 2021-01-15 165.0
ISTA-sky DXBA-sky 2021-01-16 194.0
ISTA-sky DXBA-sky 2021-01-17 170.0
ISTA-sky DXBA-sky 2021-01-18 140.0
ISTA-sky DXBA-sky 2021-01-19 145.0
ISTA-sky DXBA-sky 2021-01-20 125.0
ISTA-sky DXBA-sky 2021-01-21 145.0
ISTA-sky DXBA-sky 2021-01-22 165.0
ISTA-sky DXBA-sky 2021-01-23 147.0
ISTA-sky DXBA-sky 2021-01-24 145.0
ISTA-sky DXBA-sky 2021-01-25 119.0
ISTA-sky DXBA-sky 2021-01-26 188.0
ISTA-sky DXBA-sky 2021-01-27 147.0
ISTA-sky DXBA-sky 2021-01-28 148.0
ISTA-sky DXBA-sky 2021-01-29 177.0
ISTA-sky DXBA-sky 2021-01-30 160.0
ISTA-sky DXBA-sky 2021-01-31 135.0
ISTA-sky NYCA-sky 2021-01-01 314.0
ISTA-sky NYCA-sky 2021-01-02 314.0
ISTA-sky NYCA-sky 2021-01-03 253.0
ISTA-sky NYCA-sky 2021-01-04 291.0
ISTA-sky NYCA-sky 2021-01-05 308.0
ISTA-sky NYCA-sky 2021-01-06 309.0
ISTA-sky NYCA-sky 2021-01-07 272.0
ISTA-sky NYCA-sky 2021-01-08 288.0
ISTA-sky NYCA-sky 2021-01-09 308.0
ISTA-sky NYCA-sky 2021-01-10 266.0
ISTA-sky NYCA-sky 2021-01-11 279.0
ISTA-sky NYCA-sky 2021-01-12 276.0
ISTA-sky NYCA-sky 2021-01-13 255.0
ISTA-sky NYCA-sky 2021-01-14 307.0
ISTA-sky NYCA-sky 2021-01-15 233.0
ISTA-sky NYCA-sky 2021-01-16 256.0
ISTA-sky NYCA-sky 2021-01-17 233.0
ISTA-sky NYCA-sky 2021-01-18 264.0
ISTA-sky NYCA-sky 2021-01-19 260.0
ISTA-sky NYCA-sky 2021-01-20 262.0
ISTA-sky NYCA-sky 2021-01-21 221.0
ISTA-sky NYCA-sky 2021-01-22 243.0
ISTA-sky NYCA-sky 2021-01-23 255.0
ISTA-sky NYCA-sky 2021-01-25 256.0
ISTA-sky NYCA-sky 2021-01-27 257.0
ISTA-sky NYCA-sky 2021-01-28 221.0
ISTA-sky NYCA-sky 2021-01-29 256.0
ISTA-sky KULM-sky 2021-01-01 437.0
ISTA-sky KULM-sky 2021-01-02 436.0
ISTA-sky KULM-sky 2021-01-03 361.0
ISTA-sky KULM-sky 2021-01-04 441.0
ISTA-sky KULM-sky 2021-01-07 358.0
ISTA-sky KULM-sky 2021-01-08 418.0
ISTA-sky KULM-sky 2021-01-12 396.0
ISTA-sky KULM-sky 2021-01-13 379.0
ISTA-sky KULM-sky 2021-01-17 349.0
ISTA-sky KULM-sky 2021-01-18 331.0
ISTA-sky KULM-sky 2021-01-19 342.0
ISTA-sky KULM-sky 2021-01-20 349.0
ISTA-sky KULM-sky 2021-01-21 358.0
ISTA-sky KULM-sky 2021-01-22 437.0
ISTA-sky KULM-sky 2021-01-25 361.0
ISTA-sky KULM-sky 2021-01-28 360.0
;
param sMin :=
HKGA-sky 2
BKKT-sky 2
LOND-sky 2
SINS-sky 2
PARI-sky 2
DXBA-sky 2
KULM-sky 2
ISTA-sky 2
;
param sMax :=
HKGA-sky 3
BKKT-sky 3
LOND-sky 3
SINS-sky 3
PARI-sky 3
DXBA-sky 3
KULM-sky 3
ISTA-sky 3
;
