set N0 := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky NYCA-sky KULM-sky ISTA-sky ;
set N := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky KULM-sky ISTA-sky ;
set T := 2021-01-01 2021-01-02 2021-01-03 2021-01-04 2021-01-05 2021-01-06 2021-01-07 2021-01-08 2021-01-09 2021-01-10 2021-01-11 2021-01-12 2021-01-13 2021-01-14 2021-01-15 2021-01-16 2021-01-17 2021-01-18 2021-01-19 2021-01-20 2021-01-21 2021-01-22 2021-01-23 2021-01-24 2021-01-25 ;
param c :=
DXBA-sky NYCA-sky 2021-01-05 574
DXBA-sky NYCA-sky 2021-01-06 2147483647
DXBA-sky NYCA-sky 2021-01-07 574
DXBA-sky NYCA-sky 2021-01-08 510
DXBA-sky NYCA-sky 2021-01-09 547
DXBA-sky NYCA-sky 2021-01-10 495
DXBA-sky NYCA-sky 2021-01-11 459
DXBA-sky NYCA-sky 2021-01-12 458
DXBA-sky NYCA-sky 2021-01-13 426
DXBA-sky NYCA-sky 2021-01-14 517
DXBA-sky NYCA-sky 2021-01-15 419
DXBA-sky NYCA-sky 2021-01-16 517
DXBA-sky NYCA-sky 2021-01-17 377
DXBA-sky NYCA-sky 2021-01-18 614
DXBA-sky NYCA-sky 2021-01-19 2147483647
DXBA-sky NYCA-sky 2021-01-20 410
DXBA-sky NYCA-sky 2021-01-21 480
DXBA-sky NYCA-sky 2021-01-22 2147483647
DXBA-sky NYCA-sky 2021-01-23 701
DXBA-sky NYCA-sky 2021-01-24 2147483647
DXBA-sky NYCA-sky 2021-01-25 881
DXBA-sky KULM-sky 2021-01-01 259
DXBA-sky KULM-sky 2021-01-02 282
DXBA-sky KULM-sky 2021-01-03 279
DXBA-sky KULM-sky 2021-01-04 2147483647
DXBA-sky KULM-sky 2021-01-05 293
DXBA-sky KULM-sky 2021-01-06 2147483647
DXBA-sky KULM-sky 2021-01-07 2147483647
DXBA-sky KULM-sky 2021-01-08 2147483647
DXBA-sky KULM-sky 2021-01-09 2147483647
DXBA-sky KULM-sky 2021-01-10 248
DXBA-sky KULM-sky 2021-01-11 2147483647
DXBA-sky KULM-sky 2021-01-12 239
DXBA-sky KULM-sky 2021-01-13 2147483647
DXBA-sky KULM-sky 2021-01-14 2147483647
DXBA-sky KULM-sky 2021-01-15 2147483647
DXBA-sky KULM-sky 2021-01-16 2147483647
DXBA-sky KULM-sky 2021-01-17 2147483647
DXBA-sky KULM-sky 2021-01-18 2147483647
DXBA-sky KULM-sky 2021-01-19 2147483647
DXBA-sky KULM-sky 2021-01-20 217
DXBA-sky KULM-sky 2021-01-21 2147483647
DXBA-sky KULM-sky 2021-01-22 2147483647
DXBA-sky KULM-sky 2021-01-23 2147483647
DXBA-sky KULM-sky 2021-01-24 2147483647
DXBA-sky KULM-sky 2021-01-25 2147483647
DXBA-sky ISTA-sky 2021-01-01 181
DXBA-sky ISTA-sky 2021-01-02 250
DXBA-sky ISTA-sky 2021-01-03 218
DXBA-sky ISTA-sky 2021-01-04 161
DXBA-sky ISTA-sky 2021-01-05 160
DXBA-sky ISTA-sky 2021-01-06 128
DXBA-sky ISTA-sky 2021-01-07 174
DXBA-sky ISTA-sky 2021-01-08 174
DXBA-sky ISTA-sky 2021-01-09 122
DXBA-sky ISTA-sky 2021-01-10 126
DXBA-sky ISTA-sky 2021-01-11 106
DXBA-sky ISTA-sky 2021-01-12 102
DXBA-sky ISTA-sky 2021-01-13 119
DXBA-sky ISTA-sky 2021-01-14 141
DXBA-sky ISTA-sky 2021-01-15 137
DXBA-sky ISTA-sky 2021-01-16 95
DXBA-sky ISTA-sky 2021-01-17 102
DXBA-sky ISTA-sky 2021-01-18 126
DXBA-sky ISTA-sky 2021-01-19 121
DXBA-sky ISTA-sky 2021-01-20 106
DXBA-sky ISTA-sky 2021-01-21 103
DXBA-sky ISTA-sky 2021-01-22 135
DXBA-sky ISTA-sky 2021-01-23 114
DXBA-sky ISTA-sky 2021-01-24 109
DXBA-sky ISTA-sky 2021-01-25 114
NYCA-sky HKGA-sky 2021-01-01 731
NYCA-sky HKGA-sky 2021-01-02 730
NYCA-sky HKGA-sky 2021-01-03 583
NYCA-sky HKGA-sky 2021-01-04 593
NYCA-sky HKGA-sky 2021-01-05 575
NYCA-sky HKGA-sky 2021-01-06 580
NYCA-sky HKGA-sky 2021-01-07 522
NYCA-sky HKGA-sky 2021-01-08 540
NYCA-sky HKGA-sky 2021-01-09 492
NYCA-sky HKGA-sky 2021-01-10 494
NYCA-sky HKGA-sky 2021-01-11 730
NYCA-sky HKGA-sky 2021-01-12 2147483647
NYCA-sky HKGA-sky 2021-01-13 2147483647
NYCA-sky HKGA-sky 2021-01-14 654
NYCA-sky HKGA-sky 2021-01-15 537
NYCA-sky HKGA-sky 2021-01-16 488
NYCA-sky HKGA-sky 2021-01-17 730
NYCA-sky HKGA-sky 2021-01-18 455
NYCA-sky HKGA-sky 2021-01-19 490
NYCA-sky HKGA-sky 2021-01-20 490
NYCA-sky HKGA-sky 2021-01-21 550
NYCA-sky HKGA-sky 2021-01-22 807
NYCA-sky HKGA-sky 2021-01-23 2147483647
NYCA-sky HKGA-sky 2021-01-24 731
NYCA-sky HKGA-sky 2021-01-25 453
NYCA-sky BKKT-sky 2021-01-01 536
NYCA-sky BKKT-sky 2021-01-02 564
NYCA-sky BKKT-sky 2021-01-03 543
NYCA-sky BKKT-sky 2021-01-04 632
NYCA-sky BKKT-sky 2021-01-05 543
NYCA-sky BKKT-sky 2021-01-06 538
NYCA-sky BKKT-sky 2021-01-07 433
NYCA-sky BKKT-sky 2021-01-08 702
NYCA-sky BKKT-sky 2021-01-09 2147483647
NYCA-sky BKKT-sky 2021-01-10 703
NYCA-sky BKKT-sky 2021-01-11 434
NYCA-sky BKKT-sky 2021-01-12 615
NYCA-sky BKKT-sky 2021-01-13 578
NYCA-sky BKKT-sky 2021-01-14 470
NYCA-sky BKKT-sky 2021-01-15 636
NYCA-sky BKKT-sky 2021-01-16 508
NYCA-sky BKKT-sky 2021-01-17 690
NYCA-sky BKKT-sky 2021-01-18 436
NYCA-sky BKKT-sky 2021-01-19 593
NYCA-sky BKKT-sky 2021-01-20 586
NYCA-sky BKKT-sky 2021-01-21 433
NYCA-sky BKKT-sky 2021-01-22 700
NYCA-sky BKKT-sky 2021-01-23 464
NYCA-sky BKKT-sky 2021-01-24 689
NYCA-sky BKKT-sky 2021-01-25 2147483647
NYCA-sky LOND-sky 2021-01-01 178
NYCA-sky LOND-sky 2021-01-02 256
NYCA-sky LOND-sky 2021-01-03 246
NYCA-sky LOND-sky 2021-01-04 162
NYCA-sky LOND-sky 2021-01-05 161
NYCA-sky LOND-sky 2021-01-06 194
NYCA-sky LOND-sky 2021-01-07 212
NYCA-sky LOND-sky 2021-01-08 160
NYCA-sky LOND-sky 2021-01-09 227
NYCA-sky LOND-sky 2021-01-10 189
NYCA-sky LOND-sky 2021-01-11 210
NYCA-sky LOND-sky 2021-01-12 197
NYCA-sky LOND-sky 2021-01-13 198
NYCA-sky LOND-sky 2021-01-14 194
NYCA-sky LOND-sky 2021-01-15 159
NYCA-sky LOND-sky 2021-01-16 224
NYCA-sky LOND-sky 2021-01-17 182
NYCA-sky LOND-sky 2021-01-18 198
NYCA-sky LOND-sky 2021-01-19 202
NYCA-sky LOND-sky 2021-01-20 206
NYCA-sky LOND-sky 2021-01-21 202
NYCA-sky LOND-sky 2021-01-22 317
NYCA-sky LOND-sky 2021-01-23 186
NYCA-sky LOND-sky 2021-01-24 183
NYCA-sky LOND-sky 2021-01-25 199
NYCA-sky SINS-sky 2021-01-01 525
NYCA-sky SINS-sky 2021-01-02 526
NYCA-sky SINS-sky 2021-01-03 726
NYCA-sky SINS-sky 2021-01-04 432
NYCA-sky SINS-sky 2021-01-05 726
NYCA-sky SINS-sky 2021-01-06 657
NYCA-sky SINS-sky 2021-01-07 2147483647
NYCA-sky SINS-sky 2021-01-08 2147483647
NYCA-sky SINS-sky 2021-01-09 2147483647
NYCA-sky SINS-sky 2021-01-10 2147483647
NYCA-sky SINS-sky 2021-01-11 2147483647
NYCA-sky SINS-sky 2021-01-12 726
NYCA-sky SINS-sky 2021-01-13 430
NYCA-sky SINS-sky 2021-01-14 726
NYCA-sky SINS-sky 2021-01-15 2147483647
NYCA-sky SINS-sky 2021-01-16 2147483647
NYCA-sky SINS-sky 2021-01-17 449
NYCA-sky SINS-sky 2021-01-18 2147483647
NYCA-sky SINS-sky 2021-01-19 2147483647
NYCA-sky SINS-sky 2021-01-20 2147483647
NYCA-sky SINS-sky 2021-01-21 2147483647
NYCA-sky SINS-sky 2021-01-22 2147483647
NYCA-sky SINS-sky 2021-01-23 2147483647
NYCA-sky SINS-sky 2021-01-24 2147483647
NYCA-sky SINS-sky 2021-01-25 514
NYCA-sky PARI-sky 2021-01-01 184
NYCA-sky PARI-sky 2021-01-02 258
NYCA-sky PARI-sky 2021-01-03 165
NYCA-sky PARI-sky 2021-01-04 170
NYCA-sky PARI-sky 2021-01-05 179
NYCA-sky PARI-sky 2021-01-06 188
NYCA-sky PARI-sky 2021-01-07 186
NYCA-sky PARI-sky 2021-01-08 183
NYCA-sky PARI-sky 2021-01-09 185
NYCA-sky PARI-sky 2021-01-10 167
NYCA-sky PARI-sky 2021-01-11 232
NYCA-sky PARI-sky 2021-01-12 202
NYCA-sky PARI-sky 2021-01-13 210
NYCA-sky PARI-sky 2021-01-14 171
NYCA-sky PARI-sky 2021-01-15 166
NYCA-sky PARI-sky 2021-01-16 203
NYCA-sky PARI-sky 2021-01-17 167
NYCA-sky PARI-sky 2021-01-18 231
NYCA-sky PARI-sky 2021-01-19 185
NYCA-sky PARI-sky 2021-01-20 202
NYCA-sky PARI-sky 2021-01-21 188
NYCA-sky PARI-sky 2021-01-22 183
NYCA-sky PARI-sky 2021-01-23 2147483647
NYCA-sky PARI-sky 2021-01-24 232
NYCA-sky PARI-sky 2021-01-25 201
NYCA-sky DXBA-sky 2021-01-01 613
NYCA-sky DXBA-sky 2021-01-02 599
NYCA-sky DXBA-sky 2021-01-03 561
NYCA-sky DXBA-sky 2021-01-04 539
NYCA-sky DXBA-sky 2021-01-05 511
NYCA-sky DXBA-sky 2021-01-06 470
NYCA-sky DXBA-sky 2021-01-07 639
NYCA-sky DXBA-sky 2021-01-08 506
NYCA-sky DXBA-sky 2021-01-09 590
NYCA-sky DXBA-sky 2021-01-10 686
NYCA-sky DXBA-sky 2021-01-11 475
NYCA-sky DXBA-sky 2021-01-12 474
NYCA-sky DXBA-sky 2021-01-13 425
NYCA-sky DXBA-sky 2021-01-14 484
NYCA-sky DXBA-sky 2021-01-15 468
NYCA-sky DXBA-sky 2021-01-16 465
NYCA-sky DXBA-sky 2021-01-17 419
NYCA-sky DXBA-sky 2021-01-18 465
NYCA-sky DXBA-sky 2021-01-19 480
NYCA-sky DXBA-sky 2021-01-20 465
NYCA-sky DXBA-sky 2021-01-21 558
NYCA-sky DXBA-sky 2021-01-22 2147483647
NYCA-sky DXBA-sky 2021-01-23 2147483647
NYCA-sky DXBA-sky 2021-01-24 2147483647
NYCA-sky DXBA-sky 2021-01-25 2147483647
NYCA-sky KULM-sky 2021-01-01 549
NYCA-sky KULM-sky 2021-01-02 478
NYCA-sky KULM-sky 2021-01-03 2147483647
NYCA-sky KULM-sky 2021-01-04 2147483647
NYCA-sky KULM-sky 2021-01-05 586
NYCA-sky KULM-sky 2021-01-06 449
NYCA-sky KULM-sky 2021-01-07 703
NYCA-sky KULM-sky 2021-01-08 2147483647
NYCA-sky KULM-sky 2021-01-09 2147483647
NYCA-sky KULM-sky 2021-01-10 2147483647
NYCA-sky KULM-sky 2021-01-11 2147483647
NYCA-sky KULM-sky 2021-01-12 2147483647
NYCA-sky KULM-sky 2021-01-13 2147483647
NYCA-sky KULM-sky 2021-01-14 2147483647
NYCA-sky KULM-sky 2021-01-15 2147483647
NYCA-sky KULM-sky 2021-01-16 2147483647
NYCA-sky KULM-sky 2021-01-17 2147483647
NYCA-sky KULM-sky 2021-01-18 2147483647
NYCA-sky KULM-sky 2021-01-19 2147483647
NYCA-sky KULM-sky 2021-01-20 2147483647
NYCA-sky KULM-sky 2021-01-21 2147483647
NYCA-sky KULM-sky 2021-01-22 2147483647
NYCA-sky KULM-sky 2021-01-23 2147483647
NYCA-sky KULM-sky 2021-01-24 2147483647
NYCA-sky KULM-sky 2021-01-25 2147483647
NYCA-sky ISTA-sky 2021-01-01 306
NYCA-sky ISTA-sky 2021-01-02 280
NYCA-sky ISTA-sky 2021-01-03 310
NYCA-sky ISTA-sky 2021-01-04 285
NYCA-sky ISTA-sky 2021-01-05 289
NYCA-sky ISTA-sky 2021-01-06 308
NYCA-sky ISTA-sky 2021-01-07 610
NYCA-sky ISTA-sky 2021-01-08 286
NYCA-sky ISTA-sky 2021-01-09 262
NYCA-sky ISTA-sky 2021-01-10 252
NYCA-sky ISTA-sky 2021-01-11 253
NYCA-sky ISTA-sky 2021-01-12 300
NYCA-sky ISTA-sky 2021-01-13 252
NYCA-sky ISTA-sky 2021-01-14 252
NYCA-sky ISTA-sky 2021-01-15 252
NYCA-sky ISTA-sky 2021-01-16 252
NYCA-sky ISTA-sky 2021-01-17 283
NYCA-sky ISTA-sky 2021-01-18 547
NYCA-sky ISTA-sky 2021-01-19 259
NYCA-sky ISTA-sky 2021-01-20 258
NYCA-sky ISTA-sky 2021-01-21 300
NYCA-sky ISTA-sky 2021-01-22 589
NYCA-sky ISTA-sky 2021-01-23 656
NYCA-sky ISTA-sky 2021-01-24 259
NYCA-sky ISTA-sky 2021-01-25 283
KULM-sky HKGA-sky 2021-01-01 251
KULM-sky HKGA-sky 2021-01-02 156
KULM-sky HKGA-sky 2021-01-03 131
KULM-sky HKGA-sky 2021-01-04 146
KULM-sky HKGA-sky 2021-01-05 147
KULM-sky HKGA-sky 2021-01-06 160
KULM-sky HKGA-sky 2021-01-07 2147483647
KULM-sky HKGA-sky 2021-01-08 2147483647
KULM-sky HKGA-sky 2021-01-09 153
KULM-sky HKGA-sky 2021-01-10 147
KULM-sky HKGA-sky 2021-01-11 120
KULM-sky HKGA-sky 2021-01-12 2147483647
KULM-sky HKGA-sky 2021-01-13 2147483647
KULM-sky HKGA-sky 2021-01-14 148
KULM-sky HKGA-sky 2021-01-15 120
KULM-sky HKGA-sky 2021-01-16 2147483647
KULM-sky HKGA-sky 2021-01-17 2147483647
KULM-sky HKGA-sky 2021-01-18 148
KULM-sky HKGA-sky 2021-01-19 148
KULM-sky HKGA-sky 2021-01-20 148
KULM-sky HKGA-sky 2021-01-21 2147483647
KULM-sky HKGA-sky 2021-01-22 2147483647
KULM-sky HKGA-sky 2021-01-23 2147483647
KULM-sky HKGA-sky 2021-01-24 2147483647
KULM-sky HKGA-sky 2021-01-25 148
KULM-sky BKKT-sky 2021-01-01 159
KULM-sky BKKT-sky 2021-01-02 2147483647
KULM-sky BKKT-sky 2021-01-03 159
KULM-sky BKKT-sky 2021-01-04 159
KULM-sky BKKT-sky 2021-01-05 158
KULM-sky BKKT-sky 2021-01-06 2147483647
KULM-sky BKKT-sky 2021-01-07 2147483647
KULM-sky BKKT-sky 2021-01-08 2147483647
KULM-sky BKKT-sky 2021-01-09 82
KULM-sky BKKT-sky 2021-01-10 2147483647
KULM-sky BKKT-sky 2021-01-11 162
KULM-sky BKKT-sky 2021-01-12 2147483647
KULM-sky BKKT-sky 2021-01-13 2147483647
KULM-sky BKKT-sky 2021-01-14 2147483647
KULM-sky BKKT-sky 2021-01-15 2147483647
KULM-sky BKKT-sky 2021-01-16 158
KULM-sky BKKT-sky 2021-01-17 159
KULM-sky BKKT-sky 2021-01-18 159
KULM-sky BKKT-sky 2021-01-19 2147483647
KULM-sky BKKT-sky 2021-01-20 2147483647
KULM-sky BKKT-sky 2021-01-21 61
KULM-sky BKKT-sky 2021-01-22 2147483647
KULM-sky BKKT-sky 2021-01-23 2147483647
KULM-sky BKKT-sky 2021-01-24 2147483647
KULM-sky BKKT-sky 2021-01-25 147
KULM-sky LOND-sky 2021-01-01 376
KULM-sky LOND-sky 2021-01-02 376
KULM-sky LOND-sky 2021-01-03 358
KULM-sky LOND-sky 2021-01-04 358
KULM-sky LOND-sky 2021-01-05 344
KULM-sky LOND-sky 2021-01-06 344
KULM-sky LOND-sky 2021-01-07 344
KULM-sky LOND-sky 2021-01-08 377
KULM-sky LOND-sky 2021-01-09 376
KULM-sky LOND-sky 2021-01-10 344
KULM-sky LOND-sky 2021-01-11 344
KULM-sky LOND-sky 2021-01-12 344
KULM-sky LOND-sky 2021-01-13 344
KULM-sky LOND-sky 2021-01-14 344
KULM-sky LOND-sky 2021-01-15 369
KULM-sky LOND-sky 2021-01-16 363
KULM-sky LOND-sky 2021-01-17 344
KULM-sky LOND-sky 2021-01-18 344
KULM-sky LOND-sky 2021-01-19 343
KULM-sky LOND-sky 2021-01-20 328
KULM-sky LOND-sky 2021-01-21 343
KULM-sky LOND-sky 2021-01-22 2147483647
KULM-sky LOND-sky 2021-01-23 363
KULM-sky LOND-sky 2021-01-24 2147483647
KULM-sky LOND-sky 2021-01-25 344
KULM-sky SINS-sky 2021-01-01 36
KULM-sky SINS-sky 2021-01-02 36
KULM-sky SINS-sky 2021-01-03 47
KULM-sky SINS-sky 2021-01-04 47
KULM-sky SINS-sky 2021-01-05 47
KULM-sky SINS-sky 2021-01-06 46
KULM-sky SINS-sky 2021-01-07 2147483647
KULM-sky SINS-sky 2021-01-08 47
KULM-sky SINS-sky 2021-01-09 2147483647
KULM-sky SINS-sky 2021-01-10 27
KULM-sky SINS-sky 2021-01-11 47
KULM-sky SINS-sky 2021-01-12 18
KULM-sky SINS-sky 2021-01-13 18
KULM-sky SINS-sky 2021-01-14 38
KULM-sky SINS-sky 2021-01-15 47
KULM-sky SINS-sky 2021-01-16 47
KULM-sky SINS-sky 2021-01-17 47
KULM-sky SINS-sky 2021-01-18 24
KULM-sky SINS-sky 2021-01-19 35
KULM-sky SINS-sky 2021-01-20 46
KULM-sky SINS-sky 2021-01-21 35
KULM-sky SINS-sky 2021-01-22 46
KULM-sky SINS-sky 2021-01-23 2147483647
KULM-sky SINS-sky 2021-01-24 47
KULM-sky SINS-sky 2021-01-25 2147483647
KULM-sky PARI-sky 2021-01-01 2147483647
KULM-sky PARI-sky 2021-01-02 2147483647
KULM-sky PARI-sky 2021-01-03 443
KULM-sky PARI-sky 2021-01-04 2147483647
KULM-sky PARI-sky 2021-01-05 2147483647
KULM-sky PARI-sky 2021-01-06 2147483647
KULM-sky PARI-sky 2021-01-07 2147483647
KULM-sky PARI-sky 2021-01-08 2147483647
KULM-sky PARI-sky 2021-01-09 2147483647
KULM-sky PARI-sky 2021-01-10 2147483647
KULM-sky PARI-sky 2021-01-11 2147483647
KULM-sky PARI-sky 2021-01-12 2147483647
KULM-sky PARI-sky 2021-01-13 2147483647
KULM-sky PARI-sky 2021-01-14 2147483647
KULM-sky PARI-sky 2021-01-15 2147483647
KULM-sky PARI-sky 2021-01-16 406
KULM-sky PARI-sky 2021-01-17 2147483647
KULM-sky PARI-sky 2021-01-18 2147483647
KULM-sky PARI-sky 2021-01-19 2147483647
KULM-sky PARI-sky 2021-01-20 2147483647
KULM-sky PARI-sky 2021-01-21 395
KULM-sky PARI-sky 2021-01-22 2147483647
KULM-sky PARI-sky 2021-01-23 2147483647
KULM-sky PARI-sky 2021-01-24 2147483647
KULM-sky PARI-sky 2021-01-25 2147483647
KULM-sky DXBA-sky 2021-01-01 275
KULM-sky DXBA-sky 2021-01-02 276
KULM-sky DXBA-sky 2021-01-03 275
KULM-sky DXBA-sky 2021-01-04 2147483647
KULM-sky DXBA-sky 2021-01-05 2147483647
KULM-sky DXBA-sky 2021-01-06 2147483647
KULM-sky DXBA-sky 2021-01-07 2147483647
KULM-sky DXBA-sky 2021-01-08 2147483647
KULM-sky DXBA-sky 2021-01-09 275
KULM-sky DXBA-sky 2021-01-10 2147483647
KULM-sky DXBA-sky 2021-01-11 2147483647
KULM-sky DXBA-sky 2021-01-12 2147483647
KULM-sky DXBA-sky 2021-01-13 527
KULM-sky DXBA-sky 2021-01-14 2147483647
KULM-sky DXBA-sky 2021-01-15 267
KULM-sky DXBA-sky 2021-01-16 268
KULM-sky DXBA-sky 2021-01-17 2147483647
KULM-sky DXBA-sky 2021-01-18 2147483647
KULM-sky DXBA-sky 2021-01-19 2147483647
KULM-sky DXBA-sky 2021-01-20 2147483647
KULM-sky DXBA-sky 2021-01-21 2147483647
KULM-sky DXBA-sky 2021-01-22 2147483647
KULM-sky DXBA-sky 2021-01-23 2147483647
KULM-sky DXBA-sky 2021-01-24 2147483647
KULM-sky DXBA-sky 2021-01-25 2147483647
KULM-sky NYCA-sky 2021-01-01 2147483647
KULM-sky NYCA-sky 2021-01-02 2147483647
KULM-sky NYCA-sky 2021-01-03 667
KULM-sky NYCA-sky 2021-01-04 895
KULM-sky NYCA-sky 2021-01-05 2147483647
KULM-sky NYCA-sky 2021-01-06 643
KULM-sky NYCA-sky 2021-01-07 643
KULM-sky NYCA-sky 2021-01-08 662
KULM-sky NYCA-sky 2021-01-09 2147483647
KULM-sky NYCA-sky 2021-01-10 2147483647
KULM-sky NYCA-sky 2021-01-11 660
KULM-sky NYCA-sky 2021-01-12 2147483647
KULM-sky NYCA-sky 2021-01-13 2147483647
KULM-sky NYCA-sky 2021-01-14 2147483647
KULM-sky NYCA-sky 2021-01-15 2147483647
KULM-sky NYCA-sky 2021-01-16 2147483647
KULM-sky NYCA-sky 2021-01-17 636
KULM-sky NYCA-sky 2021-01-18 2147483647
KULM-sky NYCA-sky 2021-01-19 499
KULM-sky NYCA-sky 2021-01-20 633
KULM-sky NYCA-sky 2021-01-21 513
KULM-sky NYCA-sky 2021-01-22 579
KULM-sky NYCA-sky 2021-01-23 2147483647
KULM-sky NYCA-sky 2021-01-24 2147483647
KULM-sky NYCA-sky 2021-01-25 2147483647
KULM-sky ISTA-sky 2021-01-01 501
KULM-sky ISTA-sky 2021-01-02 502
KULM-sky ISTA-sky 2021-01-03 2147483647
KULM-sky ISTA-sky 2021-01-04 479
KULM-sky ISTA-sky 2021-01-05 2147483647
KULM-sky ISTA-sky 2021-01-06 2147483647
KULM-sky ISTA-sky 2021-01-07 479
KULM-sky ISTA-sky 2021-01-08 502
KULM-sky ISTA-sky 2021-01-09 444
KULM-sky ISTA-sky 2021-01-10 506
KULM-sky ISTA-sky 2021-01-11 2147483647
KULM-sky ISTA-sky 2021-01-12 372
KULM-sky ISTA-sky 2021-01-13 372
KULM-sky ISTA-sky 2021-01-14 487
KULM-sky ISTA-sky 2021-01-15 501
KULM-sky ISTA-sky 2021-01-16 397
KULM-sky ISTA-sky 2021-01-17 372
KULM-sky ISTA-sky 2021-01-18 478
KULM-sky ISTA-sky 2021-01-19 2147483647
KULM-sky ISTA-sky 2021-01-20 372
KULM-sky ISTA-sky 2021-01-21 2147483647
KULM-sky ISTA-sky 2021-01-22 2147483647
KULM-sky ISTA-sky 2021-01-23 2147483647
KULM-sky ISTA-sky 2021-01-24 2147483647
KULM-sky ISTA-sky 2021-01-25 2147483647
ISTA-sky HKGA-sky 2021-01-01 503
ISTA-sky HKGA-sky 2021-01-02 2147483647
ISTA-sky HKGA-sky 2021-01-03 2147483647
ISTA-sky HKGA-sky 2021-01-04 629
ISTA-sky HKGA-sky 2021-01-05 416
ISTA-sky HKGA-sky 2021-01-06 2147483647
ISTA-sky HKGA-sky 2021-01-07 2147483647
ISTA-sky HKGA-sky 2021-01-08 2147483647
ISTA-sky HKGA-sky 2021-01-09 473
ISTA-sky HKGA-sky 2021-01-10 2147483647
ISTA-sky HKGA-sky 2021-01-11 447
ISTA-sky HKGA-sky 2021-01-12 2147483647
ISTA-sky HKGA-sky 2021-01-13 2147483647
ISTA-sky HKGA-sky 2021-01-14 2147483647
ISTA-sky HKGA-sky 2021-01-15 2147483647
ISTA-sky HKGA-sky 2021-01-16 2147483647
ISTA-sky HKGA-sky 2021-01-17 2147483647
ISTA-sky HKGA-sky 2021-01-18 2147483647
ISTA-sky HKGA-sky 2021-01-19 2147483647
ISTA-sky HKGA-sky 2021-01-20 2147483647
ISTA-sky HKGA-sky 2021-01-21 2147483647
ISTA-sky HKGA-sky 2021-01-22 2147483647
ISTA-sky HKGA-sky 2021-01-23 461
ISTA-sky HKGA-sky 2021-01-24 2147483647
ISTA-sky HKGA-sky 2021-01-25 2147483647
ISTA-sky BKKT-sky 2021-01-01 396
ISTA-sky BKKT-sky 2021-01-02 584
ISTA-sky BKKT-sky 2021-01-03 399
ISTA-sky BKKT-sky 2021-01-04 369
ISTA-sky BKKT-sky 2021-01-05 365
ISTA-sky BKKT-sky 2021-01-06 345
ISTA-sky BKKT-sky 2021-01-07 388
ISTA-sky BKKT-sky 2021-01-08 343
ISTA-sky BKKT-sky 2021-01-09 612
ISTA-sky BKKT-sky 2021-01-10 389
ISTA-sky BKKT-sky 2021-01-11 506
ISTA-sky BKKT-sky 2021-01-12 400
ISTA-sky BKKT-sky 2021-01-13 371
ISTA-sky BKKT-sky 2021-01-14 364
ISTA-sky BKKT-sky 2021-01-15 397
ISTA-sky BKKT-sky 2021-01-16 363
ISTA-sky BKKT-sky 2021-01-17 2147483647
ISTA-sky BKKT-sky 2021-01-18 361
ISTA-sky BKKT-sky 2021-01-19 365
ISTA-sky BKKT-sky 2021-01-20 355
ISTA-sky BKKT-sky 2021-01-21 355
ISTA-sky BKKT-sky 2021-01-22 361
ISTA-sky BKKT-sky 2021-01-23 356
ISTA-sky BKKT-sky 2021-01-24 348
ISTA-sky BKKT-sky 2021-01-25 351
ISTA-sky LOND-sky 2021-01-01 87
ISTA-sky LOND-sky 2021-01-02 124
ISTA-sky LOND-sky 2021-01-03 86
ISTA-sky LOND-sky 2021-01-04 104
ISTA-sky LOND-sky 2021-01-05 87
ISTA-sky LOND-sky 2021-01-06 54
ISTA-sky LOND-sky 2021-01-07 67
ISTA-sky LOND-sky 2021-01-08 49
ISTA-sky LOND-sky 2021-01-09 54
ISTA-sky LOND-sky 2021-01-10 54
ISTA-sky LOND-sky 2021-01-11 60
ISTA-sky LOND-sky 2021-01-12 47
ISTA-sky LOND-sky 2021-01-13 48
ISTA-sky LOND-sky 2021-01-14 44
ISTA-sky LOND-sky 2021-01-15 39
ISTA-sky LOND-sky 2021-01-16 43
ISTA-sky LOND-sky 2021-01-17 45
ISTA-sky LOND-sky 2021-01-18 42
ISTA-sky LOND-sky 2021-01-19 39
ISTA-sky LOND-sky 2021-01-20 49
ISTA-sky LOND-sky 2021-01-21 45
ISTA-sky LOND-sky 2021-01-22 47
ISTA-sky LOND-sky 2021-01-23 43
ISTA-sky LOND-sky 2021-01-24 49
ISTA-sky LOND-sky 2021-01-25 43
ISTA-sky SINS-sky 2021-01-01 463
ISTA-sky SINS-sky 2021-01-02 466
ISTA-sky SINS-sky 2021-01-03 2147483647
ISTA-sky SINS-sky 2021-01-04 2147483647
ISTA-sky SINS-sky 2021-01-05 2147483647
ISTA-sky SINS-sky 2021-01-06 490
ISTA-sky SINS-sky 2021-01-07 2147483647
ISTA-sky SINS-sky 2021-01-08 2147483647
ISTA-sky SINS-sky 2021-01-09 2147483647
ISTA-sky SINS-sky 2021-01-10 2147483647
ISTA-sky SINS-sky 2021-01-11 448
ISTA-sky SINS-sky 2021-01-12 2147483647
ISTA-sky SINS-sky 2021-01-13 2147483647
ISTA-sky SINS-sky 2021-01-14 2147483647
ISTA-sky SINS-sky 2021-01-15 2147483647
ISTA-sky SINS-sky 2021-01-16 2147483647
ISTA-sky SINS-sky 2021-01-17 2147483647
ISTA-sky SINS-sky 2021-01-18 2147483647
